task,priority,base_cost,base_points,source,source_kind,source_member,sha256,bytes,valid,candidate_cost,candidate_points,delta_cost,delta_points,beats_current,reason
task219,P0_lt16,8739,15.924449,work/final-v125-v122-mechanical-highcost/task219.onnx,file,,3b1fb3ec6c0b971ea2141708bcc1f07a996cdc1ef2d22c35e3d2892deda1da2f,109214,True,32687,14.605267275676825,23948,-1.3191817243231743,False,
task219,P0_lt16,8739,15.924449,work/hf-neurogolf/submission/task219.onnx,file,,28ef4475baba9436ac58000a6b36e16656e1f237db9ebe754569dcbe2c792ba1,144906,False,55311,14.0792729172615,,,False,
task157,P1_16_16p7,6847,16.168434,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task157.onnx,zip,task157.onnx,09df747c244388baca7ff5c942564603b050c4ef94824a97a97c76bf203c64bc,16719,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_57'
task157,P1_16_16p7,6847,16.168434,work/final-v169-direct-latest-1243-on-v168/task157.onnx,file,,954190a7749ebd5e20e0584f14707f2b8b155364e0dd2b25ee572c80139ab215,39061,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_57'
task157,P1_16_16p7,6847,16.168434,work/final-v56-singleton-reduce/task157.onnx,file,,b48d21350b1f0e3aa5a3362d74825cb13b040af84f6f73e938a460cf208e4214,115678,True,72916,13.802936627347188,66069,-2.365497372652813,False,
task157,P1_16_16p7,6847,16.168434,work/final-v55-sub-same-zero/task157.onnx,file,,4fe2fc5a2580d1fcc2a652ec6674291ae08bda0a0d117485539e4cc4ed66de6e,115729,True,72931,13.80273093233731,66084,-2.3657030676626913,False,
task157,P1_16_16p7,6847,16.168434,work/greater-half-cast-v58-candidates/task157.onnx,file,,fc4fa8320a8d0623d3a433e7d9b5242af9a8444db4ed7a7e9aed3f8261327131,116318,True,72916,13.802936627347188,66069,-2.365497372652813,False,
task157,P1_16_16p7,6847,16.168434,work/v82-greater-half-candidates/task157.onnx,file,,e6ff12f6fc7e2dc9392ea209ce459d2c72cbe270204d440e2b2f5d3b39c0b6e1,117583,True,71003,13.829522591348075,64156,-2.338911408651926,False,
task157,P1_16_16p7,6847,16.168434,work/final-v39-bool-cast-compare-elim/task157.onnx,file,,7f4ddfaf3b7f812b6453686def8a3696dde3a6fdd75272b395f700e6c7403ccb,117879,True,72991,13.801908575141255,66144,-2.3665254248587466,False,
task157,P1_16_16p7,6847,16.168434,work/where-zero-mask-mul-v43-candidates/task157.onnx,file,,81da5a1c3bfdc3b62da248bef8e85744ceb30622f8cf79fb944636b9ba7f1e64,119788,True,78133,13.733832218203819,71286,-2.4346017817961823,False,
task157,P1_16_16p7,6847,16.168434,work/broadcast-grid-v44-candidates/task157.onnx,file,,6023138285e991b7779fb6f49e77ae31000debc080b6df43c7db4517a5f06cdc,120171,True,73595,13.793667632373314,66748,-2.3747663676266875,False,
task157,P1_16_16p7,6847,16.168434,work/final-v43-bool-source-cast-chain/task157.onnx,file,,2826430e95ae3f64f4ac235d04ccc1dac91c0e1d63c31ab8ec22338bdcff7371,120519,True,74888,13.77625105694842,68041,-2.3921829430515817,False,
task157,P1_16_16p7,6847,16.168434,work/neurogolf-mechanical-opt-v4-output/submission.zip::task157.onnx,zip,task157.onnx,8e480dbad2a582835029f39a496faccac1e48183a5a470bd90285e4e0d27096d,121366,True,75369,13.769848671128969,68522,-2.3985853288710324,False,
task157,P1_16_16p7,6847,16.168434,work/neurogolf-mechanical-opt-v3-output/submission.zip::task157.onnx,zip,task157.onnx,bc5c79138ba10ab1539bc57b511ebcc1a2840f9014fb7dccc74b9ea022beb60b,133934,True,80133,13.708556966767349,73286,-2.4598770332326527,False,
task157,P1_16_16p7,6847,16.168434,work/more_public_sources_flat/rajathrpai_neurogolf_2026_6276_41_hybrid_submission/task157__1.onnx,file,,a4fb71244d2151ad5b9f27f7f1cd97316e4e5d9e3ddbeae6d17910f8f316fbfa,151146,True,77894,13.736895792930342,71047,-2.431538207069659,False,
task157,P1_16_16p7,6847,16.168434,work/more_public_sources_flat/galaxy2025_neurogolf_public_artifact_v1/task157__0.onnx,file,,6b4449b1ac2e0cdb2ea2cb62efbbe15c820fedbf0a5f440ef20f37e9774e1630,151197,True,77909,13.736703242080278,71062,-2.4317307579197234,False,
task157,P1_16_16p7,6847,16.168434,work/more_public_sources_flat/wguesdon_6315_04_lb_neurogolf_audited_base_grafts/task157__0.onnx,file,,eaaa0932b1330417f3a0b96dde65344b4bdd2c261b680051b4a6db449a5b9ecd,151204,True,75794,13.764225587175336,68947,-2.4042084128246657,False,
task157,P1_16_16p7,6847,16.168434,work/after7113_extract/misakamikoto66_neurogolf_6426_3_lb/task157.onnx,file,,65b272981875d8872ae13f5574b79ffe456e5dddecc5c760f5bc387a4dbb4fca,152203,True,83552,13.666775528501145,76705,-2.501658471498857,False,
task157,P1_16_16p7,6847,16.168434,work/public-kernel-outputs/seddik_surgical_precision/submission.zip::submission/task157.onnx,zip,submission/task157.onnx,ea7e76e6ef82249a9c8d82dfe41b8de4ba264708825b62ab9c47410d59becc52,153044,True,84590,13.654428664701939,77743,-2.5140053352980622,False,
task157,P1_16_16p7,6847,16.168434,work/artifacts/6255-dead-pruned/task157.onnx,file,,d46ccbd617ef4277e976c83452b79f2f0202ffadaad7175f7e45a6c84f03c508,153459,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/new_kernel_outputs/biohack_best_blend/_src_A/task157.onnx,file,,a2093b4aa73b78a0a4b54dd0a04cb6ecbd06eb634748993da9a6ef43e3d2bd77,154377,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/neurogolf2026-6254.zip::submission/task157.onnx,zip,submission/task157.onnx,54ccca78d90672c897765f456d3c87999218406775f9513916d10c9f994a4e95,154538,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/artifacts/relaxed-dead-pruned/task157.onnx,file,,83e9e6dfb7cd2e06bdb7a356cb025011932ad921a1ec99b335fa7c464d6ece5b,157055,False,,,,,False,TimeoutExpired: worker exceeded 8s
