task,priority,base_cost,base_points,source,source_kind,source_member,sha256,bytes,valid,candidate_cost,candidate_points,delta_cost,delta_points,reason
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/latest_llcc_724370/submission.zip::task133.onnx,zip,task133.onnx,251befac78d974ea6fbafd084a640dfdbceaa8b25f5ab2bdb8310f3f4a42de88,7064,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_80'
task133,P0_lt16,21278,15.034571,work/final-v155-legacy-pass2-on-v154/task133.onnx,file,,22d0e8ce3f2857df58a76b797e02aa859778fc1ef077cd76b408b6aea25d9f05,7092,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_78'
task133,P0_lt16,21278,15.034571,work/final-v150-leading-squeeze-on-v149/task133.onnx,file,,620d15da2c8b87e996aba79153b870f2404e07166c1f9ed2cd7558ab946d9ad3,7116,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_80'
task133,P0_lt16,21278,15.034571,work/v151-greater-half-cast-candidates/task133.onnx,file,,e71a8bc45a2b20c4c925e7d2e36e4e24dcc7e24a92116c264b4bec1838a033a2,7134,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_80'
task133,P0_lt16,21278,15.034571,work/final-v128-frank723731-plus-prv4/task133.onnx,file,,2023912e164edfe55ad0903eb89c2d70b3fc605300478885c8af208e613836ae,7212,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_80'
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/latest_biohack_1311_retry/_src_A/task133.onnx,file,,c74f291554a357bbb79ab57e7617f5d2a3bf8173fc9c81a2a8b62fbf0e7c9139,7264,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_80'
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/latest_ryosuke_723010/submission.zip::task133.onnx,zip,task133.onnx,1d06281637bb0330dadc4c8e46ba422e162c3d69e66f047c989d52879e62cd55,7289,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_83'
task133,P0_lt16,21278,15.034571,work/hongbin-densify-probe/task133.onnx,file,,39880c374d5fd98d6411b0243cdd90b0de817ba5e2de6e4b7264b79d3b57157f,7289,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_83'
task133,P0_lt16,21278,15.034571,work/after7113_extract/kokinnwakashuu_neurogolf_6503_44_task149_cost136/task133.onnx,file,,e722c072beadb387f5c280843ca2e1a6e11c2b0e9c6e4d0b93418adb79aaa776,7377,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(13) node with name 'safe_name_46'
task133,P0_lt16,21278,15.034571,work/after7113_extract/seddiktrk_neurogolf_2026_index_surgery/task133.onnx,file,,54c48e77d47b766d6af33fc01d2e2f0cdba706609f4e8d35faec6beadb3609d9,7400,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(13) node with name 'safe_name_46'
task133,P0_lt16,21278,15.034571,work/final-v56-singleton-reduce/task133.onnx,file,,ec9b6d6daba9af4d8141a8ec7be9852bbf8b69acb9550d3194f419c2ccf04cd9,9769,True,194878,12.819870999274773,173600,-2.2147000007252267,
task133,P0_lt16,21278,15.034571,work/more_public_sources_flat/biohack44_surgical_onnx_new_version_with_best_public/task133__0.onnx,file,,ee0081b9e26f0d805513832844e8f25d7f642345d237114c9fd29ae1af7f2f9c,9813,True,193080,12.829140110225572,171802,-2.205430889774428,
task133,P0_lt16,21278,15.034571,work/final-v38-bool-cast-mul-fuse/task133.onnx,file,,e181d42f1a16149468cafd0e35657352b35c3c4dde14ec0eb2d4f9e604543931,9827,True,194880,12.81986073649633,173602,-2.214710263503669,
task133,P0_lt16,21278,15.034571,work/final-v60-bool-cast-inverse-compare/task133.onnx,file,,91b8c7b77e1f72841d11f75fb77e2df2df91e70fc890dfeeafe9acf5cfb4ee7f,9845,True,194877,12.819876130703491,173599,-2.2146948692965083,
task133,P0_lt16,21278,15.034571,work/final-v26-vyank-v23/task133.onnx,file,,5687c680c3dc47595c1351df2320ec8fd8330dbc41cf1ef38c4547d11c2ee2f4,9860,True,196680,12.810666678474124,175402,-2.2239043215258754,
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/seddik_surgical_precision/submission.zip::submission/task133.onnx,zip,submission/task133.onnx,674c8a7eb1f001cc8db93a4b6a1b646561460bb557f887c2f7a6fbf37ecc1d44,9879,True,196688,12.810626004092878,175410,-2.2239449959071216,
task133,P0_lt16,21278,15.034571,work/kaggle-mechanical-opt-v1-output/submission.zip::task133.onnx,zip,task133.onnx,d8926078764d01a40639869e1b6d4238304953c0d679f62f48d4b5a9720542ec,10318,True,196734,12.810392158501072,175456,-2.2241788414989276,
task133,P0_lt16,21278,15.034571,work/artifacts/relaxed-dead-pruned/task133.onnx,file,,f4f60222a3b202ec6c5c3b0290d718475e7a0b2dd53de9d9f5416711b1c0b406,10362,True,196742,12.810351495283996,175464,-2.224219504716004,
task133,P0_lt16,21278,15.034571,work/where-zero-mask-mul-v43-candidates/task133.onnx,file,,27281784e606a378e15c84ccff40a37f06d64d1c77719cd94b04a1b8f7444462,10453,True,166977,12.974388642636903,145699,-2.0601823573630966,
task133,P0_lt16,21278,15.034571,work/neurogolf2026-6254.zip::submission/task133.onnx,zip,submission/task133.onnx,98c9e52b494fb0f930f72b2508e749c34f95ede21d3da8d2ed929d596b33efb9,10596,True,196797,12.81007198041834,175519,-2.2244990195816605,
task133,P0_lt16,21278,15.034571,outputs/opset-converted-blend.zip::task133.onnx,zip,task133.onnx,eff40ddd5a8e138c82f5c8c2a03a52f14b88eb27519e6369c54de64a1c8f532b,13993,False,,,,,"ValidationError: Node with schema(::ReduceSum:1) has input size 2 not in range [min=1, max=1].

==> Context: Bad node spec for node. Name:  OpType: ReduceSum"
task133,P0_lt16,21278,15.034571,work/final-v95-small-safe-on-v94/task133.onnx,file,,737bfa2c0ed9913a2255db0ac20a61479c18eb0adc200069a94d2bc040a13c9e,13993,True,157977,13.029795268207435,136699,-2.0047757317925647,
task133,P0_lt16,21278,15.034571,work/more_public_sources_flat/galaxy2025_neurogolf_public_artifact_v1/task133__0.onnx,file,,e62eb5a9a2a4edd22e15bb60cf6385817bb390a6d88aed743ce640c676fd27d4,14130,True,196679,12.810671762888107,175401,-2.223899237111892,
task133,P0_lt16,21278,15.034571,work/onnxsim-optimizations/task133.onnx,file,,851affd5c017db1530d918b91603ae1dc2709bc15b51d5f3a65326d816fea1ab,14178,True,196680,12.810666678474124,175402,-2.2239043215258754,
task133,P0_lt16,21278,15.034571,work/more_public_sources_flat/wguesdon_6315_04_lb_neurogolf_audited_base_grafts/task133__0.onnx,file,,42469c4be45227060b7c512bf74c211dcbb51773f03a11f55b380473a923b552,17060,True,195779,12.815258248971656,174501,-2.219312751028344,
task133,P0_lt16,21278,15.034571,work/mechanical-v125-highcost-candidates/initializer/task133.onnx,file,,2035d13976adee9c2aada5b7c654b8460ece2fee99eb1c354cf0ed5d006df97a,18289,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_49'
task133,P0_lt16,21278,15.034571,work/final-v125-v122-mechanical-highcost/task133.onnx,file,,b036e138fd6fa75447a193ccd851c04c89af593c8c4f28f125b53f7a50aea83c,18602,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_58'
task133,P0_lt16,21278,15.034571,work/latest_public_20260706/lucifer_chimera/submission.zip::task133.onnx,zip,task133.onnx,05c3e4aa03253c73d680c794bdc87d574047f88a5bd5cc0cb95f9964c1568350,21857,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_49'
task133,P0_lt16,21278,15.034571,work/after7113_extract/qinghchen_cost_aware_periodic_row_gather_surgery/task133.onnx,file,,3b49e89ed6080b2a6046c5512cea13a0b18732fab44530dcdf0fda62d87ab674,22260,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Mul(14) node with name 'safe_name_62'
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/biohack_6080_v2/submission.zip::task133.onnx,zip,task133.onnx,0ef0fa264a0c18d4ef74470003c94f0b958ac943f50245cb54882ef02350ff8e,174987,False,,,,,ValueError: official scorer rejected model
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/franksunp_v24/submission.zip::task133.onnx,zip,task133.onnx,63fb3880353654506316153d80567a3d035f13129356be26c4f871d078c94205,287675,False,151176,13.073800000030126,,,
task133,P0_lt16,21278,15.034571,work/public-kernel-outputs/karnak_cross_source/submission.zip::task133.onnx,zip,task133.onnx,7cc9fa4f5f35a2c3167eddf8f77acde063e1402d2165af87f8bbbf3cfda622ba,287675,False,,,,,ValidationError: Your model ir_version 13 is higher than the checker's (12).
task002,P0_lt16,14285,15.433035,outputs/onnxopt-optimized-submission.zip::task002.onnx,zip,task002.onnx,e8fbdd14ded9129d6db25c6adadbccac6e596f232af563de024da684fe8c0c42,315,False,,,,,AttributeError: module 'onnxruntime' has no attribute 'ONNXRuntimeError'
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/doctorwang_wangpre/submission.zip::task002.onnx,zip,task002.onnx,cda35f0e26aac40cc26fe22a5fccaba8ea1eaf7b17118437830c00ec3342e7e9,572,False,100,20.394829814011906,,,
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters00_nofinal.onnx,file,,0cf60f6a5303b41c72fe7738854ad39dfbb44e990dc2f81e5cc49becb59b804a,1162,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters01_nofinal.onnx,file,,a2afee68aa0671911a68cff3db6893d0e8585aaef0cb8498e447ba345e7ea426,1391,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters02_nofinal.onnx,file,,fcb3b32604983f885412ac292d8bd474b61bcd206ed38f2e1e9c4238199f3726,1620,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters03_nofinal.onnx,file,,f3dafb7532287c4c44d22a57f23bf612578f066d01de0f9fe8596cf119279502,1849,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters04_nofinal.onnx,file,,add4789b61b7090b4599ff2e6adca06322169a7d4e019ee71ea0fab353cdda2e,2078,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters05_nofinal.onnx,file,,fca3849e2b6519fc9aeb3b58e26e74b116c6cb22e22419b6955f284c9219989d,2307,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters06_nofinal.onnx,file,,3fd5767ea6a712324f267ce04176671b9caf307890d1a78ebccfde5b825ad2ac,2536,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3_iters10_nofinal.onnx,file,,692b77e59251af6c3433244732196ddac7471c29a2209da4fc7bcc17f054e221,2655,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters07_nofinal.onnx,file,,0c690f30a2696321127190d635e0f497dbcb1c90fdba2e31f954895020e98b4c,2765,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3_iters12_nofinal.onnx,file,,e79119b8bcb9c26376192455272f84d35eb3ec2b2f938cab9a4526a34c5bc5cf,2963,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters08_nofinal.onnx,file,,a6696668e0ce835948f50ed7a7b093fb517320da2d8b8d7b6af7c92253d9101b,2994,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters09_nofinal.onnx,file,,2e2cdb36a82ebedaa95df79cd55a614944a0c0a72de17d902973c2c0bbee6e40,3223,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3_iters14_nofinal.onnx,file,,d67b25a88ffea1388f94e4a8ec6a678e9f0e7c75fd15305a21411ab025df5e79,3271,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters10_nofinal.onnx,file,,abfdf7b451801dd498bef349387758ff453bcba8ceb9f0d3114a3777313457ed,3455,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3_iters16_nofinal.onnx,file,,9cf865a11dc15d721963a38428e9ead64dec7ccc45cb4ee77887cafd750ada0b,3579,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters11_nofinal.onnx,file,,624e3ea0b50529834750964a418f128ec13d10cf079dab870c5f72bd51b93c59,3693,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3_iters18_nofinal.onnx,file,,7dba0da09d1cba9788be2e2576b790f2c9b6e846c1c668fa332699b7070bbdc8,3887,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters12_nofinal.onnx,file,,3ebbbaff1bab11d174ef2f867f811c914f4725f9f3331000361fc36743bae171,3931,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3_iters19_nofinal.onnx,file,,0aa3e1c67d6aa23d4e060630f9cf3e2137c0472f522c67a9076e120b4e15a3df,4041,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/latest_public_20260706/lucifer_chimera/submission.zip::task002.onnx,zip,task002.onnx,b18528111085eea8b34cfe4d71fc9f64860c7e5931f656d8119c53300dd03f7b,4123,False,,,,,ValidationError: Your model ir_version 13 is higher than the checker's (12).
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters13_nofinal.onnx,file,,8154a614d0d8c0a1b05345bc654241f91567acf6d539e55b538da07c82b42031,4169,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_3x3prop_nofinal.onnx,file,,a75261e9216101ca65e7aeed4f431ad1be1563b5e4237284dc49299dcaca908d,4195,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters14_nofinal.onnx,file,,ed20b888404687068934393fddf566019d3f036b75b53c760ef4e7f791c047be,4407,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters15_nofinal.onnx,file,,327566959cbc2636da61963a1298e28ef0143ebbe975694cb225de75adf48223,4645,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters16_nofinal.onnx,file,,5d66446d5d7703a5a765da43ad7cc2f3c104ae8b329339de1b25b4f705fae639,4883,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters17_nofinal.onnx,file,,201b4bc71adb1743e991b64ed2ed415f7380b9b91ed4d3f34e91335081df7e10,5121,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters18_nofinal.onnx,file,,7f1401a1b6725a33a476759b548fc0491619eaa54523ef8cbd83a72ec442c8b9,5359,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/candidate_sources/beicicc_6645_repaired_current/task002.onnx,file,,1f9a6dd94e8f99f21bdcd22410130f79890e325f3bd133395078fe8418444ff4,5429,False,,,,,ValueError: official scorer rejected model
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_iters19_nofinal.onnx,file,,d7551a9196791f8a0641fb5c8f5bc594a35518023586faa1219541c07d06b165,5597,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/hand_optimized/task002_no_final_mul.onnx,file,,fa3088e86d58db660b06239ae7bfcc54a9bd122e2987eb37ca7975682dfd14e9,5835,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/final-v125-v122-mechanical-highcost/task002.onnx,file,,67e1eea67e292c5e471103dd2d92bc52833e553b72789a39ce35a88d0218c3f4,5858,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/latest_massi_part7/submission.zip::task002.onnx,zip,task002.onnx,3452a0999df25c29321bfa8550529f018ed30b9fc27c432631c27186bfec8f40,6346,True,14607,15.410743855149189,322,-0.022291144850811406,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task002.onnx,zip,task002.onnx,99b799926d294aca3c8f6cca5b577938f07349d98b52187e81cd1303ae78207c,6660,True,14285,15.433034685335127,0,-3.1466487371289986e-07,
task002,P0_lt16,14285,15.433035,work/after7113_extract/zoli800_neurogolf_6446_65_submit/task002.onnx,file,,666eb0f3215a8a1bc5f4ab38e86365ecbd646c7e49f836c19f2063a3a6a2b5db,8425,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_47'
task002,P0_lt16,14285,15.433035,work/after7113_extract/vyankteshdwivedi_neurogolf_6425_76/task002.onnx,file,,1916be4cfdc531c0c132f34eade1fbc8b616b5510f28febb63b6cd55aa2f92f2,9119,True,85646,13.642022199031228,71361,-1.7910128009687725,
task002,P0_lt16,14285,15.433035,work/datasets/afr5501/task002.onnx,file,,f2426bd54a25ad2ca860aa6693d1432b9ce2ef8fde1cae07b477ed7c3505d131,9140,True,418517,12.055527210646927,404232,-3.377507789353073,
task002,P0_lt16,14285,15.433035,work/comprehensive-blend/task002.onnx,file,,825b20ba2b3c6f60e7a0646ada7a84f33daeac1f703d28aec8b94f2aba12f48c,9431,False,,,,,ValueError: official scorer rejected model
task002,P0_lt16,14285,15.433035,work/final-v95-small-safe-on-v94/task002.onnx,file,,893ab1624e020e4d1018ed24f26d5301d7ea7da7f8105c162be7d5cf51302364,9744,True,97211,13.515360847230287,82926,-1.9176741527697132,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/latest_udit_724349/submission.zip::task002.onnx,zip,task002.onnx,ff771427ff083d7f2216fc81bdd19c465656e8ecc88d1b32b91b3bcb095cf50b,12813,True,14607,15.410743855149189,322,-0.022291144850811406,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/latest_ryosuke_723010/submission.zip::task002.onnx,zip,task002.onnx,2b281b00c89793b45df11fb96b4a1ab7c52d23a6553263a7620d420c49ac26e5,12996,True,14770,15.399646624474574,485,-0.033388375525426284,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/latest_llcc_724370/submission.zip::task002.onnx,zip,task002.onnx,1011564fc1e7b17f1e7710563adc13dd8da6709d463f682dcd01b57b0d3bf31c,13115,True,14607,15.410743855149189,322,-0.022291144850811406,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/anazemcev_cost_optimal/tmp_build/top/task002.onnx,file,,a208c534b4906e451d6dafe34cd280409031540d11e0238d8ddb6691f884cfbd,14255,True,97926,13.50803262962125,83641,-1.9250023703787509,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/agentzz_may6_updated/submission.zip::task002.onnx,zip,task002.onnx,7d383afb96531ea0679a41689742fbd566f830712cfdd18b0520a7c29611c9ea,28687,True,280035,12.457330125660462,265750,-2.975704874339538,
task002,P0_lt16,14285,15.433035,work/new_public_kernel_outputs/20260619_sajayr7015/submission.zip::task002.onnx,zip,task002.onnx,a326f6c3553610489e7fc86e397e9031b345df4a52d02c2568c2a637644d13b3,51346,True,98075,13.506512228922247,83790,-1.926522771077753,
task002,P0_lt16,14285,15.433035,work/public-kernel-outputs/yuto_updated_full_code/task002.onnx,file,,6cef8e7f5053773b34e228bce8b94c4aaeeefcc2478e24aae8c3f5d720e48b4f,60805,True,1449514,10.813261114199864,1435229,-4.619773885800136,
task243,P0_lt16,13654,15.478212,work/hand_optimized/task243_zero_to_one.onnx,file,,897b3127911e9c75b89eb1660e4dd4188d3685e18b4b5479a53f58eaf567641c,567,False,100,20.394829814011906,,,
task243,P0_lt16,13654,15.478212,work/public-kernel-outputs/doctorwang_wangpre/submission.zip::task243.onnx,zip,task243.onnx,cda35f0e26aac40cc26fe22a5fccaba8ea1eaf7b17118437830c00ec3342e7e9,572,False,100,20.394829814011906,,,
task243,P0_lt16,13654,15.478212,work/candidate_sources/beicicc_6645_repaired_current/task243.onnx,file,,f7720875bb5c378666d1c4b9f603da940a5115a20c4b4b0133a8a4bf90d95545,1188,False,,,,,ValueError: official scorer rejected model
task243,P0_lt16,13654,15.478212,outputs/onnxopt-fixed-submission.zip::task243.onnx,zip,task243.onnx,a5dba03c88f63a9574fa5ff786cfa5ffa4cd02c6492316596e6f272559d9671c,1445,False,,,,,ValidationError: Field 'type' of 'value_info' is required but missing.
